I'm feeling overwhelmed,I'm feeling kinda toasted
I think that outfit is really cool,That outfit is phat
Let's hang out this weekend,Let's kick it this weekend
He is acting really silly,He's being such a dork
That movie was exciting,That movie was totally dope
I love how you style your hair,Your hair is on fleek
She is so fashionable,She's got mad style
This party is really fun,This party is off the chain
I can't believe that happened,"No way, that was crazy!"
He has a lot of charm,He's got serious rizz
That video was hilarious,That video is pure comedy
I think we should go out for food,Let's grab some grub
I'm feeling really good today,I'm vibing hard today
that party was awesome,that party was phat
I'm really tired,I'm totally wiped out
she's really cool,she's the bomb
it's really good,it's da bomb
that's impressive,that's mad dope
I'm very excited about this,I'm hella stoked
let's hang out later,let's chillax later
everything is going well,everything is on point
I'm feeling really good right now,I'm vibin' hard
that outfit looks great,that outfit is fire
you're really charming,you've got mad rizz
this situation is confusing,this is lowkey sus
that party was really fun,that party was da bomb
he's very talented,he's totally phat
I can't believe what happened,I can't believe that went down
she's being really dramatic,she's being hella extra
this song is really good,this song is fire
I got your back,"I got you, fam"
I'm feeling confident,I'm feeling myself
let's hang out later,let's chill later
I think they are flirting,I think they got rizz
that outfit looks great,that fit is on point
this is a difficult situation,this is a tough vibe
that was a great experience,that was a whole vibe
this party is fun,this party is phat
that movie was great,that movie was da bomb
you're really cool,you're the bomb diggity
let's hang out later,let's chillax later
I love your style,your style is sick
that was so funny,"that was hilarious, lol"
I'm feeling great today,I’m feeling fresh to death
I can't believe what happened,I can't even right now
that place is popular,that place is a whole vibe
you've got great charm,you've got major rizz
let's get together soon,let's link up soon
this game is amazing,this game is fire
that party was really fun,that party was phat
I'm really tired,I'm so beat
you're acting weird,you're being all sketch
let's hang out,let's chill
that outfit looks great,that outfit is on point
I'm really excited about this,I'm so hyped for this
you're really good at flirting,you've got mad game
that movie was really impressive,that movie was straight fire
I think they're dating,I think they've got a vibe
you really nailed that presentation,you crushed that presentation
let's keep in touch,let's stay in the loop
I'm feeling great today,I'm vibing hard today
that party was really fun,that party was phat
I can't believe how cool that car is,that car is dope
I'm feeling really good today,I'm feelin' fly today
let's hang out soon,let's chill sometime
that's a great outfit,that outfit is on fleek
I really enjoyed that movie,that movie was sick
I'm really busy right now,I'm super slammed right now
she's very attractive,she's a total babe
that was an impressive performance,that was straight fire
I'm excited to go out tonight,I'm hyped to go out tonight
let's have some fun,let's vibe out
he's very charming,he's got mad rizz
this event is going to be great,this event is gonna slap
that outfit is really cool,that outfit is phat
I can't believe how much fun we had,"I had a blast, it was da bomb"
let's hang out later,let's chill like villains
you're acting really weird,you're being all trippin'
that's a great idea,that's a dope idea
I’m really excited about this,I'm hyped for this
you're really good at this,you’re straight fire at this
let's get together this weekend,let's link up this weekend
you have a lot of charm,you've got mad rizz
that party was really fun,that party was a vibe
I can't believe how cool that was,"I can't even, that was too lit"
you're really good at flirting,your game is hella smooth
I think she's really pretty.,She's totally phat.
That party was so much fun.,That party was off the hook!
I don't like that music.,That music is wack.
I'm feeling very tired today.,I'm feeling kind of fried.
She's really attractive.,She's a total babe.
This outfit looks great on you.,Your fit is fresh.
I'm really excited about this event.,I'm hyped for this event!
Let's hang out soon.,Let's chill.
He's really charming.,He's got mad rizz.
I'm feeling overwhelmed by everything.,I'm feeling so pressed.
This new movie is awesome.,That new movie is fire.
We should get together and catch up.,We should link up and vibe.
that party was really fun,that party was phat
I'm really tired,"I'm beat, dude"
she's acting really weird,she's being a total weirdo
that's not cool,that's whack
everything is going well,everything is chill
you look great today,you're looking fly
I can't believe that happened,I was totally shocked
that's amazing,that's sick
I think he has a lot of charm,he's got mad rizz
I really like your style,your fit is fire
let's hang out later,let's vibe later
I'm feeling overwhelmed right now,I'm feeling maxed out
That party was really fun!,That party was phat!
I'm feeling great today.,I'm feeling fly today.
He is such a show-off.,He's a total poser.
Let's hang out later.,Let's chill later.
That's a cool outfit.,That outfit is fresh!
I can't believe how amazing that concert was!,That concert was off the chain!
She is very attractive.,She's a banger.
This food is delicious.,This food is bomb!
I really like your confidence.,I love your vibes!
He has a lot of charm.,He's got mad rizz.
This game is very interesting.,This game is bussin'.
I really enjoyed that movie.,That movie was a whole vibe.
that's really great,that's phat
let's hang out later,let's kick it
she's really cool,she's da bomb
I'm feeling tired,I'm totally bummed out
that looks good,that’s looking fresh
you did a great job,you crushed it
this party is fun,this party is sick
I'm excited for the weekend,I'm hyped for the weekend
that's really impressive,that's fire
you have a lot of charm,you've got mad rizz
let's go on an adventure,let's vibe out
I'm busy right now,I'm swamped rn
that party was really fun,that party was phat
I'm feeling great today,I'm feeling fly today
you are so cool,you are the bomb
let's hang out later,let's chill later
that outfit looks fantastic,that outfit is on fleek
I'm really excited about this,I'm super hyped for this
you nailed that performance,you crushed that performance
this song is stuck in my head,this song is my jam
he's really charming,he's got mad rizz
I really like this place,this place is a vibe
let's take a selfie,let's snap a pic for the 'gram
that was an incredible movie,that movie was straight fire
That outfit is really cool.,That outfit is phat.
I'm really tired right now.,I'm totally beat.
You are so funny.,You crack me up.
This party is really fun.,This party is da bomb.
You need to check out that new song.,You gotta peep that new track.
I can't believe how great that movie was.,That movie was so fire.
I'm looking forward to the weekend.,I'm so ready for the weekend vibes.
That's a great idea.,That idea is sick.
He's charming and smooth.,He's got mad rizz.
That's really impressive.,That's major flex.
I'm feeling good about this.,I'm vibing with this.
Let's hang out later.,Let's chill later.
That party was really fun,That party was phat
She's really cool and laid-back,She's totally rad
He's acting strange lately,He's being all whack
I can't believe how much we laughed,We were cracking up for real
That outfit looks great,That outfit is on fleek
I’m really excited about this concert,I’m hyped for this show
You did a great job on that project,You totally crushed it
I think that movie was well made,That movie was straight fire
He's really charming with the ladies,He's got mad rizz
That food was delicious,That food was bussin'
I really enjoyed that song,That song slaps hard
She always knows the latest trends,She stays dripped in sauce
this party is really fun,this party is phat
she's really attractive,she's bomb
let's hang out together,let's chill
that's a great idea,that’s tight
that outfit looks good,that outfit is on fleek
I'm feeling great today,I'm feeling fly today
they're acting silly,they're just being goofy
this food tastes amazing,this food is delish
he has a lot of charm,he's got major rizz
that video was really cool,that video was fire
I really like this song,this track slaps
let's get together soon,let's link up
that party was really fun,that party was the bomb
I think she's really cool,I think she's phat
let's hang out tomorrow,let's chill mañana
I can't believe he did that,I can't believe he went there
I'm feeling great today,I'm feeling fresh to death
that movie was really good,that movie was tight
I'm excited about the party,I’m stoked for the party
she always looks good,she's always on fleek
he's really charming,he's got mad rizz
let's have a good time,let's vibe out
I love this song,this track slaps
that's hilarious,that's a whole joke
that party was really fun,that party was phat
I can’t believe how cool that is,I can’t believe how dope that is
you are being very silly,you’re being a total goofball
she’s really smart,she’s wicked smart
that outfit looks great,that outfit is on fleek
I totally agree with you,I’m totally down with that
I’m feeling a bit sad,I’m feeling kinda emo
that was an impressive performance,that was a sick performance
you’re really charming,you’ve got mad rizz
let’s hang out sometime,let’s vibe sometime
this situation is confusing,this situation is sus
I’m really excited about this,I’m so hyped for this
this party is really fun,this party is phat
you're acting silly,you're being wack
I'm really tired,I'm totally beat
that outfit looks great,that outfit is dope
let's hang out later,let's chill later
I'm really excited about this,I'm pumped for this
that movie was really good,that movie was fire
I'm feeling pretty stylish today,I'm looking fly today
you're really charming,you've got mad rizz
this food is so delicious,this food is bussin
I'm just chilling at home,I'm just vibing at the crib
that trend is really popular,that trend is going hard
I love this song,this song slaps
that's really cool,that's phat
I'm feeling great today,I'm feeling fly today
let's hang out later,let's chill later
you're being annoying,you're being a total buzzkill
that's really impressive,that's so sick
I can't believe this is happening,I can't even right now
you look great,you're looking fab
I really like this song,this track is fire
I have a lot of confidence,I've got major rizz
let's go out tonight,let's hit the town tonight
I'm really tired,I'm dead tired
that was really fun,that was a vibe
that party was really fun,that party was phat
I'm really tired,I'm totally buggin'
let's hang out tomorrow,let's chillax tomorrow
that outfit looks good on you,that outfit is dope
I'm really impressed with your work,I'm mad impressed with your hustle
that's a great idea,that's a sick idea
you're looking really good today,you're looking fly today
let's go grab some food,let's bounce and grab some grub
that was so cool,that was straight fire
I like your style,I vibe with your drip
he's really charming,he's got mad rizz
that was an amazing experience,that was a whole vibe
That music is really good.,That music is phat.
I'm very tired today.,I'm totally beat.
She is really cool.,She's da bomb.
Let's hang out later.,Let's chill later.
That's a great outfit.,That outfit is sick.
I'm excited for the party.,I'm hyped for the party.
You are really good at flirting.,You got mad game.
Let's go to the mall.,Let's hit the mall.
That was a fun time.,That was a vibe.
I really like your style.,Your fit is fire.
I can't believe that happened!,I can't even right now!
You have a lot of charm.,You've got rizz.
that party was really fun,that party was phat
she's very cool and laid-back,she's totally rad
I think he's lying,I think he's frontin'
let's hang out this weekend,let's kick it this weekend
I really like your outfit,your fit is on fleek
I can't believe how good that was,that was epic win
we're going to have a lot of fun,we're about to have a blast
she's very attractive,she's a total banger
that was an impressive performance,that was straight fire
I'm feeling great today,I'm vibing hard today
he's very charming,he's got mad rizz
let's get together soon,let's link up soon
that's really cool,that's the bomb
I'm feeling sad,I'm feeling bummed
let's get together soon,let's kick it soon
you look great,you look phat
that's really awesome,that's dope
I'm very tired,I'm so beat
you did a great job,you crushed it
this party is so much fun,this party is off the chain
that outfit is stylish,that outfit is on fleek
I'm feeling anxious about this,I'm feeling a bit sketch
he's very charming,he's got mad rizz
this new song is great,this new jam slaps
let's go hang out,let's vibe
that party was really fun,that party was da bomb
I'm feeling great today,I'm feeling phat today
You're so cool,You're so fly
Let's hang out later,Let's chill later
That outfit looks good,That outfit is on fleek
I'm really busy right now,I'm swamped right now
This is an exciting moment,This is so hype
I really like your style,I vibe with your style
You're very charming,You got mad rizz
That was an awesome experience,That was a whole vibe
I'm feeling a bit anxious,I'm feeling a little sus
Let's do something fun this weekend,Let's turn up this weekend
this party is really fun,this party is off the hook
you're looking good today,you're looking fly today
I'm feeling great,I'm feeling phat
that movie was really cool,that movie was da bomb
that outfit is stylish,that outfit is fresh to death
let's hang out together,let's chill
this song is really catchy,this song is hella catchy
that's a great idea,that's a dope idea
I really like your vibe,your vibe is immaculate
that was an impressive performance,that was a whole vibe
you have a charming personality,you've got mad rizz
we should definitely get together soon,we gotta link up soon
that party was really fun,that party was the bomb
let's hang out later,let's chill later
I'm feeling great today,I'm feeling phat today
he's acting very silly,he's being a total goofball
that outfit looks great,that outfit is on fleek
she's really attractive,she's a total hottie
let's take a selfie,let's snap a pic
I'm so excited for the weekend,I'm so stoked for the weekend
he's really charming,he's got mad rizz
that song is amazing,that song slaps
I can't stop laughing,I'm dead right now
you did a great job,you crushed it
that party was really fun,that party was totally phat
I'm really tired,I'm feeling mega wiped
she looks great,she's looking fly
let's hang out later,let's chill like villains
that outfit is stylish,that outfit is on fleek
I'm not sure about this,I'm feeling kind of sketch
everything is going well,everything's Gucci
he's very attractive,he's got mad game
that's impressive,that's straight fire
I'm going to succeed,I'm going to pop off
let’s celebrate tonight,let’s turn up tonight
I really like this song,this track slaps hard
that party was really cool,that party was phat
you look good today,you look fly today
I'm really tired,I'm totally wiped out
let's hang out this weekend,let's chill this weekend
that outfit is great,that outfit is on fleek
I can't believe this is happening,I can't even right now
he's really good at flirting,he's got mad game
this song is catchy,this jam slaps
I'm impressed by your skills,your skills are fire
let's grab something to eat,let's get some grub
I really like their music,I vibe with their music
that movie was really entertaining,that movie was a whole vibe
that party was really fun,that party was phat
I'm feeling great today,I'm feeling fly today
that's really impressive,that's dope
let's hang out later,let's chill later
that outfit looks amazing,that outfit is on fleek
I can't believe how good this food is,this food is bomb
I'm so excited for the weekend,I'm hyped for the weekend
she's very stylish,she's got mad swag
that person is really charming,that person has serious rizz
I love this song,this track slaps
let's meet up later,let's link later
this game is really cool,this game hits different
that party was really fun,that party was off the hook
you look great today,you look phat today
he's a very cool guy,he's a dope dude
stop being so dramatic,stop being so melodramatic
that outfit is stylish,that outfit is fresh
everyone is talking about it,it's the new hotness
let's take a selfie,let's snap a pic
you're really good at this,you've got mad skills
I'm feeling really confident,I’m vibing with that rizz
this song is very catchy,this track is a banger
that's a great idea,that's a whole vibe
let's just chill and hang out,let's just vibe
that party was awesome,that party was phat
you're really cool,you're da bomb
I'm feeling great today,I'm feeling fly today
let's hang out,let's kick it
that's very stylish,that's so on fleek
you're really good-looking,you're hot stuff
I can't believe how fast time flies,"time flies, no cap"
I had a great time at the concert,the concert was a vibe
that person is very charming,that person has mad rizz
I really enjoyed that movie,that movie was a whole mood
this place is very popular,this place is bussin'
let's celebrate this success,let's turn up for this win
I really appreciate your help,"I appreciate the assist, fam"
That party was really fun.,That party was totally phat.
I can't believe how much I love that song.,I'm totally vibin' to that jam.
You're so cool.,You're dope.
I'm feeling good today.,I'm feelin' fresh.
That outfit looks great.,That outfit is on point.
I'm really excited about this.,I'm hyped for this.
Let's hang out sometime.,Let's chill.
That was really impressive.,That was straight fire.
I really like your style.,Your fit is sick.
I have a great feeling about this.,I've got a good vibe about this.
You're really charming.,You've got mad rizz.
That movie was incredible!,That movie was a whole vibe!
I totally agree with you.,"Facts, no cap."
that party was really fun,that party was phat
I'm really excited about this,I'm totally stoked about this
you're acting really weird,you're being so whack
let's hang out later,let's chill later
that outfit looks great,that outfit is on fleek
I'm really tired today,I'm feeling super beat today
this is a big problem,this is a major sitch
that's such a cool thing,that's hella dope
you have a lot of charm,you've got mad rizz
I'm really impressed by your skills,I'm vibing with your skills
this situation is confusing,this situation is lowkey puzzling
let's celebrate this success,let's throw a lit celebration
that party was really fun,that party was phat
I'm very excited about this,I'm totally amped for this
he's acting really weird,he's being such a weirdo
let's hang out later,let's chill later
that's really cool,that's sick
I can't believe this is happening,I can't even right now
you look great today,you're looking fly
everything is going well,everything's cruising
he's really charming,he's got mad rizz
I'm feeling very confident,I'm feeling myself
let's make some plans,let’s vibe check some plans
this is very impressive,this is straight fire
I'm really excited about this party,I'm totally amped for this party
That outfit is really cool,That outfit is phat
He's acting very strange,He's being all kinds of whack
Let's hang out this weekend,Let's kick it this weekend
This movie is really entertaining,This movie is dope
You look great today,You look fly today
That's really impressive,That's tight
I can't believe what happened,I can't even with what happened
They're flirting with each other,They've got mad rizz
This food is really good,This food slaps
I'm feeling a bit down today,I'm kind of in my feels today
That's a great idea,That's a vibe
I'm ready to go out and have fun,I'm ready to turn up
That party was really fun!,That party was phat!
I'm really excited about this weekend.,I'm totally stoked for the weekend!
She is so cool and stylish.,She is so fly!
I'm feeling a bit down today.,I'm feeling kinda bummed today.
I'm really impressed by your style.,Your style is on fleek!
That's a great idea!,That's a dope idea!
You nailed that performance!,You totally crushed it!
I can't believe how good that was!,I can't even with how good that was!
She has a lot of charm.,She's got mad rizz!
Let's hang out this weekend.,Let's vibe this weekend.
That was really impressive.,That was straight fire!
I'm feeling really good right now.,I'm vibin' right now.
that party was really fun,that party was phat
I'm feeling really good about this,I'm feeling totally rad about this
she's acting a bit strange,she's being kinda wiggy
let's hang out later,let's chill later
that outfit is stylish,that outfit is on fleek
I'm really excited for this weekend,I'm totally stoked for this weekend
he's really good at flirting,he's got mad game
this song is catchy,this jam is fire
he's charming and smooth,he's got that rizz
that idea is really creative,that idea is straight vibes
I'm feeling overwhelmed,I'm in my feels right now
let's keep this a secret,let's keep this low-key
this party is really fun,this party is phat
that outfit is really cool,that outfit is fly
let's hang out soon,let's chillax
you're really good at dancing,you've got mad skills on the dance floor
I'm feeling good today,I'm feeling fresh
that song is really catchy,that song is off the hook
you're looking great,you're looking fierce
I'm excited for the weekend,I can't wait for the weekend; it's gonna be sick
I really like your style,your vibe is immaculate
this game is amazing,this game is a vibe
let's take a selfie,let's snap a pic for the gram
that's a great idea,that's a total win
I'm feeling a bit nervous,I'm kind of shaking in my boots
that party was really fun,that party was off the hook
I really like your style,I dig your vibe
I'm very impressed,I'm totally blown away
This music is great,This music is phat
You're looking good today,You're looking fly
Everything is going well,Everything's chill
Let's hang out later,Let's kick it later
I think that's a great idea,That's a dope idea
That outfit is stylish,That outfit is on fleek
I'm feeling really confident,I'm feeling myself
He's really charming,He's got mad rizz
This food is delicious,This food slaps
I'm very excited about this,I'm hyped for this
that party was awesome,that party was phat
I'm really tired,I'm totally spent
she is very attractive,she's a total babe
let's hang out after school,let's kick it after school
this is really cool,this is so fresh
I don't care about that,I ain't even trippin'
you look great today,you're looking fly
that's a good idea,that's a dope idea
he's very charming,he's got mad rizz
this situation is complicated,this situation is hella sus
I'm enjoying this,I'm vibing with this
let's go out tonight,let's hit the town tonight
that party was really fun,that party was phat
I'm feeling really good today,I'm feeling fly today
he's acting really strange,he's being totally whack
these jeans look great on you,those jeans are dope on you
that's an impressive outfit,that outfit is on fleek
I'm really excited about this,I'm hella stoked about this
let's go hang out at the mall,let's hit the mall and chill
that movie was really good,that movie was a banger
you're so charming,you've got serious rizz
I'm feeling overwhelmed right now,I'm feeling kinda sus right now
this trend is really popular,this trend is totally fire
let's get together soon,let's link up soon
That's really cool.,That's phat.
I am really tired.,I'm beat.
Let's go to a party.,Let's hit a rave.
He's acting weird.,He's being a total goober.
That outfit looks great.,That outfit is on fleek.
I love this song.,This jam is fire.
She is really attractive.,She's a total dime.
I’m feeling really good today.,I'm vibing hard today.
He's very charming.,He's got mad rizz.
That movie was really exciting.,That movie was a banger.
Let's hang out soon.,We should link up soon.
I'm really impressed.,I'm shooketh.
I'm really excited about this party,I'm totally hyped for this party
That outfit is really cool,That outfit is phat
He is a great musician,He's a dope artist
This movie is very funny,This movie is hella funny
I'm feeling great today,I'm feeling pretty fly today
That car is impressive,That ride is sick
Let's hang out together,Let's chill together
You're doing an excellent job,You're crushing it
I like your style,Your fit is on fleek
This food is delicious,This food is fire
I just made a new friend,I just made a new bestie
Stop being so dramatic,Stop being such a drama queen
I can't believe that happened,I can't even right now
This party is really fun,This party is phat
You're so cool,You're the bomb
I really liked that movie,That movie was dope
Let's hang out later,Let's kick it later
I'm really excited about this,I'm so hyped for this
Your outfit looks great,Your fit is on point
That was a great performance,That performance was fire
She has a really good sense of style,Her style is totally on fleek
I think he's really charming,He's got major rizz
That event was a huge success,That event was a vibe
I'm feeling a bit bored,I'm feeling kinda sus
Let's take a picture together,Let's snap a pic
That party was very fun.,That party was phat.
He's acting so silly.,He's being such a dork.
I can't believe you did that.,"No way, dude! That's whack!"
She's really pretty.,She's a total babe.
Everything is going well.,Everything's all good.
He's really good at gaming.,He's a total gamer geek.
That was an awesome performance.,That performance was sick!
I'm really excited about this.,I'm so hyped for this!
You're really charming.,You got mad rizz.
That's a great idea.,That's a vibe.
Let's hang out soon.,Let's link up.
I'm not feeling well today.,I'm feeling kinda off.
That outfit looks fantastic.,That outfit is fire.
that party was really fun,that party was phat
you're really cool,you're the bomb
I can't believe what happened,I can't believe that went down
let's hang out later,let's chill later
that outfit looks great,that outfit is on fleek
what's up with you?,what's good?
I really like their music,their music is fire
I totally agree with you,I'm so with you on that
he's really charming,he's got mad rizz
that was an amazing performance,that performance was a whole vibe
I don't understand what's happening,I can't even with this
let's go out for food,let's hit up some grub
I'm really tired of this situation.,I'm so over this.
That outfit is really cool.,That outfit is phat!
He's acting really strange.,He's being totally whack.
Let's hang out tomorrow.,Let's kick it tomorrow.
You look great today.,You're looking fly!
This party is really fun.,This party is dope!
She is very attractive.,She is bangin'.
I'm really excited for the concert.,I'm hyped for the show!
You really nailed that presentation.,You crushed that presentation!
That food was delicious.,That food was fire!
I've got a lot of charisma.,I've got mad rizz.
Let's celebrate your birthday.,Let's throw a lit bash for your birthday!
I really appreciate your help.,"Thanks for the assist, fam!"
that party was really fun,that party was the bomb
you're really cool,you're phat
I'm tired of this situation,I've had it up to here
let's have a good time together,let's kick it
everything looks great,everything is on fleek
that's a perfect fit,that's so clutch
it's really impressive,that's dope
I'm feeling really good today,I'm feeling hella good
that person really knows how to charm others,that person has mad rizz
let's hang out soon,let's vibe soon
I can't believe that just happened,I can't even right now
this is so exciting,this is straight fire
I think that movie was really cool,That movie was phat
She is acting really funny,She is being hella wack
Let's hang out this weekend,Let's chill this weekend
That was a great party,That party was off the hook
I can't believe how much fun we had,I can't believe how dope that was
Everything is going perfectly,Everything is on point
She looks great today,She is looking fly
This food is delicious,This food is bomb
He is really charming,He’s got mad rizz
I'm really excited about the game,I'm hyped for the game
That outfit suits you well,That fit is fire
Let's keep this a secret,Let’s keep this on the low
that party was awesome,that party was phat
I'm really tired,I'm totally wiped out
he's acting really weird,he's being a total weirdo
she's really cool,she's da bomb
that outfit looks great,that outfit is on fleek
I can't believe this is happening,I can't even right now
he's very confident,he's got mad swagger
let's meet up later,let's link up later
that's an interesting idea,that's a vibe
I really like her,I've got major rizz for her
that was impressive,that was straight fire
stop bothering me,quit hitting me up
that party was really fun,that party was phat
I'm really tired right now,I'm straight-up beat
he's acting really weird,he's being such a poser
let's go hang out,let's chill
that outfit looks great,that outfit is on fleek
I'm really excited about this,I'm totally stoked
she's very attractive,she's a total smoke show
this movie is awesome,this movie is bomb
he's really charming,he's got mad rizz
that event was really cool,that event was fire
I'm feeling overwhelmed,I'm feeling low-key stressed
let's eat something good,let's grab some fire eats
that song is really catchy,that song is a vibe
That party was really fun,That party was phat
I think he likes her,I think he's totally down for her
She has a unique style,She's got mad style
I'm really tired,I'm totally beat
That outfit looks great,That outfit is on fleek
I can't believe you did that,I can't even right now
Let's hang out soon,We should totally chill
That song is catchy,That track is fire
He's really charming,He's got mad rizz
I love this new game,This new game is a vibe
We're going to have a good time,We're about to vibe hard
You did a great job,You crushed it
that party was really cool,that party was phat
she's very attractive,she's a total hottie
let's hang out later,let's kick it later
I'm feeling tired,I'm feeling beat
that's really impressive,that's dope
everything is going well,everything's gravy
I'm really excited about this,I'm so pumped for this
that looks great on you,that outfit is on fleek
he's very charming,he's got mad rizz
let's go to that new restaurant,let's hit up that new spot
this situation is complicated,this situation is sus
I'm really busy right now,I'm swamped rn
that's a great idea,that's a vibe
That party was so fun!,That party was phat!
I can't believe how cool that was.,I can't believe how dope that was.
You're so smart!,You're such a brainiac!
Let's hang out this weekend.,Let's kick it this weekend.
Everything looks great right now.,Everything is on fleek.
That song is really good.,That song is straight fire.
You're really talented.,You've got mad skills.
I had a great time at the event.,I had a blast at the event.
That person is quite charming.,That person has serious rizz.
I love that outfit you're wearing.,Your fit is sick!
This is the best thing ever.,This is the GOAT!
I'm feeling really good today.,I'm vibing hard today.
This party is really cool.,This party is phat!
I'm feeling great today!,I'm feeling fly today!
That movie was really good.,That movie was da bomb!
You're being annoying.,You're being such a poser.
I love your outfit!,Your outfit is on fleek!
That's a great idea!,That's a sick idea!
I had a fun time at the event.,I had a blast at the event.
He's really good at flirting.,He's got mad game.
That was an impressive performance.,That was a whole vibe.
You really stand out in a crowd.,You got that main character energy.
Let's hang out later.,Let's vibe later.
I'm feeling really confident.,I'm feeling that rizz.
that party was awesome,that party was phat
you're acting really weird,you're being all kinds of wack
I can't believe you did that,I can't believe you went there
let's hang out this weekend,let's kick it this weekend
that outfit looks great,that outfit is so fresh
I'm really tired today,I'm so beat today
she's really pretty,she's a total babe
let's go for a drive,let's roll out
you're really charming,you've got mad rizz
I really like your style,your vibe is on point
let's meet up later,let's link up later
this song is so catchy,this track is a bop
I'm feeling good today,I'm vibing today
that party was really fun,that party was the bomb
she is very cool,she's phat
I'm really tired,I'm totally wiped out
let's go hang out,let's chill
that outfit looks great,that outfit is on point
I'm very excited about this,I'm hyped for this
he is so attractive,he's a total snack
that was a close call,that was a nail-biter
I really like your style,your style is drippy
let's meet up later,let's link up later
this is going to be great,this is going to slap
he's really charming,he's got mad rizz
I'm feeling good today,I'm vibing today
that's really cool,that's phat
let's hang out later,let's chill
I'm really tired,I'm beat
that party was fun,that party was off the hook
I can't believe how great this is,this is so dope
you're really good at this,you've got mad skills
everything is going well,everything's gravy
let's take a selfie,let's snap a pic
I like your style,your fit is fire
that person is very charming,that person has major rizz
I'm feeling very happy,I'm vibing high
let's keep this a secret,let's keep this on the low
that party was really fun,that party was phat
you look great today,you look fly today
let's hang out later,let's chill later
I can't believe what happened,I can't believe that went down
you really nailed that performance,you totally crushed it
that outfit is stylish,that outfit is fresh
everyone is talking about it,everyone is buzzing about it
I'm feeling a bit tired,I'm feeling kinda drained
I'm trying to impress her,I’m tryna flex on her
that's really cool,that's straight fire
he's smooth with the ladies,he's got mad rizz
let's just enjoy the moment,let's vibe and soak it in
that was an excellent meal,that meal was bussin'
that party was great,that party was phat
she is really attractive,she is fly
I can't believe how cool that is,I can't believe how dope that is
let's hang out later,let's kick it later
that outfit looks good,that outfit is on fleek
I really like this song,this song is banging
I'm feeling great today,I'm feeling awesome sauce today
you're acting silly,you're being a total noob
he's charming and smooth,he's got mad rizz
this movie is exciting,this movie slaps
I messed up,I totally flopped
that's a cool idea,that's a vibe
I can't get enough of this,"I'm obsessed with this, fr fr"
I'm feeling really happy today,I'm totally stoked today
That's really cool,That's phat
She's acting very silly,She's being such a goofball
That party was fun,That party was a blast
I'm feeling great about this,I'm hyped about this
That's impressive,That's dope
You look really nice today,You're looking fresh
Everything is going well,Everything's on point
I really like your style,Your vibe is immaculate
Let's go out and have fun,Let's hit the town
He’s really charming,He's got mad rizz
That's a great idea,That's a vibe
I'm feeling a bit anxious,I'm feeling a little jittery
that party was really fun,that party was phat
you look great today,you look fly today
let's hang out later,let's chill later
I'm really tired,I'm totally drained
I can't believe that happened,I can't even!
that's so cool,that's dope
she's very stylish,she's on fleek
I'm excited for the weekend,I'm hyped for the weekend
I really like your vibe,your vibe is immaculate
let's take a selfie,let's snap a pic
that guy is very charming,that guy's got mad rizz
I'm feeling a bit anxious,I’m feeling kinda sus
I'm all about self-care,I'm on my self-care grind
that party was incredible,that party was phat
you're acting really strange,you're being hella weird
I think that's a great idea,I think that's tight
let's hang out later,let's chill later
that outfit looks really good,that outfit is on fleek
I'm really excited about this,I'm so hyped for this
that's a really cool video,that vid is dope
I can't believe you did that,I can't even with you
you're really charming,you've got mad rizz
let's meet up soon,let's link up ASAP
that was an intense game,that game was wild
I really like your vibe,I'm vibing with your energy
this party is really fun,this party is phat
that's really cool,that's dope
she is really pretty,she's a total babe
I can't believe what happened,I can't believe that went down
I'm feeling great today,I'm feeling awesome sauce today
this is perfect,this is the bomb
he's very talented,he's got mad skills
let's hang out later,let's chill later
that outfit looks good,that outfit is on fleek
I really like this song,this song is a banger
she has a lot of charm,she's got major vibes
he is very charismatic,he's got serious rizz
I think this is awesome,I think this is fire
that party was really fun,that party was phat
he's acting really weird,he's being wack
I'm really tired,I'm totally beat
let's hang out later,let's chill later
I'm excited about this weekend,I'm pumped for the weekend
she looks great today,she's looking fly
everything is going well,everything's on point
that's really impressive,that's dope
he's really charming,he's got mad rizz
I can't believe that happened,I can't even with that
this song is really good,this song slaps
let's take a break,let's vibe for a minute
this party is so much fun,this party is totally phat
that outfit is really cool,that outfit is da bomb
I'm feeling really happy right now,I'm feeling super fly right now
let's hang out this weekend,"let's chill this weekend, word"
that's a great idea,that idea is straight fire
I'm really excited about this,I'm hella stoked for this
that movie was really good,that movie was a banger
let's go grab some food,let's go snag some grub
I think they're flirting with each other,I think they got some serious rizz
this new song is catchy,this new jam is a vibe
this event is really popular,this event is totally trending
I enjoy spending time with my friends,I love vibing with my squad
That party was really fun.,That party was phat.
I think she's really cool.,I think she's da bomb.
He's acting really silly.,He's being a total dork.
I can't believe you did that.,"No way, dude! That's bogus!"
I'm really excited for the weekend.,I'm so pumped for the weekend!
That movie was great.,That movie was dope.
She's really stylish.,She's got mad style.
This situation is complicated.,This situation is so messy.
I have a lot of confidence.,I've got major rizz.
Let's hang out soon.,Let's link up soon.
This food is delicious.,This food is fire.
I think that's a great idea.,I vibe with that idea.
That party was really fun!,That party was totally phat!
She's really attractive.,She's a total babe.
I can't believe how fast that happened.,That was hella quick!
I really like your style.,Your style is fresh to death!
Everything is going well for me.,Life is all good!
That idea is really great.,That idea is dope!
I'm feeling very confident.,I’m feeling super fly.
